gene_id	coeff_KF_JAX	stderr_coef	proberr_coef
AC012354.3	0.998972954511237	1.0814560446116e-07	1.00504310620281e-05
AC012435.1	0.999342405365204	6.92560492461627e-08	6.43625926402733e-06
AC012531.5	NA	NA	NA
AC012651.1	0.998790166755758	1.27381099452398e-07	1.18380674372342e-05
AC013394.1	0.971563133198209	2.95328056310992e-06	0.000274460925659014
AC013489.1	0.930093983103301	7.10731050332048e-06	0.00066051259878717
AC015802.6	0.998827362835266	1.23467090789541e-07	1.14743219624345e-05
AC015813.2	0.990704323660271	9.74765227604547e-07	9.05890791448675e-05
AC015978.1	0.975810826491642	2.51755325019484e-06	0.00023396693293397
AC016559.1	0.999994392184927	5.90792177546568e-10	5.49048302240495e-08
AC017083.3	0.999029281522483	1.02217375720152e-07	9.4994955470961e-06
AC019117.3	0.871142151387701	1.27007665442271e-05	0.00118033626261261
AC020909.1	0.51666637712619	3.86144044852137e-05	0.00358860087022111
AC020922.1	0.983734585202863	1.69965580887858e-06	0.000157956244467103
AC021072.1	0.999493730547219	5.33229349348384e-08	4.95552717336812e-06
AC021733.1	NA	NA	NA
AC022296.1	0.999564112618976	4.59115446817956e-08	4.2667551499176e-06
AC022384.1	0.964500324088928	3.67357379015765e-06	0.000341400839296362
AC022400.5	0.997537822439711	2.59075684905148e-07	2.40770054775738e-05
AC022826.2	0.709766020793096	2.61394961929801e-05	0.00242925457574231
AC023055.1	0.930152270713571	7.10159888782069e-06	0.000659981794062194
AC023271.1	0.996426832323295	3.75767373902405e-07	3.49216605296407e-05
AC023509.4	0.999635307163256	3.8414068300822e-08	3.56998277639759e-06
AC024589.2	0.998927972820185	1.12879536312441e-07	1.04903754865906e-05
AC024592.3	0.723746530972783	2.50838052520471e-05	0.00233114472580878
AC025263.2	0.949449863121702	5.19094803087764e-06	0.000482416882228837
AC025287.4	0.999283366564657	7.54716238519129e-08	7.01389905250731e-06
AC025750.2	0.947685335463415	5.36728323575617e-06	0.000498804462928678
AC026355.1	0.995636637506711	4.58685527514271e-07	4.26275972694553e-05
AC026464.1	0.991220289389075	9.20898541057622e-07	8.55830188211289e-05
AC026464.3	0.938748185184092	6.25536477104797e-06	0.000581337657804072
AC026464.4	0.997233664890777	2.91035482959854e-07	2.70471654642474e-05
AC027796.3	0.814833565139732	1.77015518922079e-05	0.00164508051778879
AC034102.2	0.604345200634832	3.34369405009294e-05	0.00310743711780183
AC036214.3	0.973763079994909	2.72784787393744e-06	0.000253510506888463
AC037459.1	0.847578120605814	1.48341408275557e-05	0.00137859980990081
AC048338.1	0.601796209669994	3.35988896979998e-05	0.00312248774559957
AC048338.2	0.99653380237144	3.64537543780066e-07	3.38780246459152e-05
AC051649.2	0.999719348853667	2.95629755373014e-08	2.74741307431296e-06
AC053527.1	0.933321512600007	6.79050537916325e-06	0.000631070550945245
AC061992.1	0.998354240520286	1.73241173365105e-07	1.61000391896294e-05
AC068234.1	0.844664434405659	1.50938681653059e-05	0.00140273737624934
AC068533.4	0.89193627401054	1.07695787560153e-05	0.00100086276639461
AC068547.1	0.975179626423136	2.58242183993009e-06	0.00023999544692188
AC068580.4	0.999113181211889	9.33865954834828e-08	8.678813574539e-06
AC068631.2	0.90951961403036	9.10103622492972e-06	0.000845798011185251
AC068775.1	0.497485403700549	3.96390788614044e-05	0.00368382821885209
AC068831.7	0.999953991226618	4.8469990495133e-09	4.50452240269686e-07
AC068896.1	0.998919121830044	1.13811000963678e-07	1.05769404589778e-05
AC069257.3	0.841443660233413	1.53799287111776e-05	0.00142932219964715
AC069285.1	0.999999243134482	7.97371714355424e-11	7.41031453462212e-09
AC069368.1	0.949117057041327	5.22423156517123e-06	0.000485510062655218
AC069503.2	0.779785700490147	2.06455047045454e-05	0.00191867457588931
AC073082.1	0.993048547375815	7.29803126568871e-07	6.782370905391e-05
AC073111.4	0.714157703210334	2.58100913898725e-05	0.00239864158613788
AC073508.2	0.99834356229529	1.74364286954838e-07	1.62044149131244e-05
AC073896.1	0.888586083412384	1.10837954259292e-05	0.0010300642581727
AC074091.1	0.929279704404069	7.18706442175968e-06	0.000667924469692083
AC074143.1	0.980456747514743	2.03879931799467e-06	0.000189474293448278
AC078860.1	0.994308692637206	5.97883678154748e-07	5.55638735420278e-05
AC078927.1	0.416681571044851	4.35301553071847e-05	0.00404544250516773
AC079447.1	0.935789982291768	6.54746676371536e-06	0.000608483938552255
AC079594.2	0.914576333909146	8.61515641873714e-06	0.000800643133916763
AC083800.1	0.99998847375169	1.21430487595912e-09	1.12850517641656e-07
AC083867.1	0.992704471172043	7.65793979932321e-07	7.11684921580891e-05
AC084337.2	0.923595587134945	7.74184531315086e-06	0.000719482617905679
AC087441.1	0.999246767668707	7.93245524463368e-08	7.37196809671965e-06
AC087498.1	0.97647261205399	2.44949630786233e-06	0.000227642111776297
AC087863.1	0.73348562272182	2.43362221481449e-05	0.00226166864782723
AC090227.1	0.595631531286663	3.39877306646178e-05	0.0031586243907139
AC090227.2	0.999998829636098	1.23299959674342e-10	1.14587897569417e-08
AC090287.1	0.725097834963818	2.49806747645798e-05	0.00232156037090275
AC090527.2	0.653436043951497	3.01844361812588e-05	0.00280516805558084
AC091167.2	0.986447062458366	1.41815175765174e-06	0.000131794875499462
AC091167.7	0.84213001502158	1.53190601453726e-05	0.00142366542489874
AC091179.3	NA	NA	NA
AC091959.3	0.985738062696071	1.49180740371875e-06	0.00013864000801145
AC092042.3	0.975331753128783	2.56679157915796e-06	0.000238542860298924
AC092073.1	0.970514094920952	3.06059795405419e-06	0.000284434387315789
AC092143.1	0.921230446345863	7.97168482540041e-06	0.00074084258149092
AC092442.1	NA	NA	NA
AC092647.5	0.965986621334775	3.52243191120032e-06	0.000327354581544004
AC092718.3	0.997816392755137	2.29795951808188e-07	2.13559153281238e-05
AC092718.8	0.988930568204414	1.15973089290432e-06	0.000107778725244679
AC092835.1	0.99744579134671	2.68747014577327e-07	2.49758032847773e-05
AC093155.3	0.977495711229779	2.34419166284184e-06	0.000217855703160217
AC093323.1	0.999767641074594	2.44766045165689e-08	2.27471497849596e-06
AC093525.1	0.847740844049558	1.48196092146093e-05	0.00137724932529383
AC093525.2	0.983154380117815	1.75976953514299e-06	0.000163542868766005
AC093668.1	0.923987007215744	7.70375107967198e-06	0.000715942358739826
AC096743.1	0.975546534355434	2.54471972751277e-06	0.000236491629234318
AC097637.1	0.997854865428924	2.25751556037948e-07	2.09800524247827e-05
AC098650.1	0.991413687953351	9.00700555137817e-07	8.37059340696009e-05
AC100868.1	0.895522124661758	1.04319492331064e-05	0.000969485418591993
AC104212.1	0.664042855639193	2.94483294287055e-05	0.00273675852374926
AC104304.1	0.690315580218204	2.75739780714288e-05	0.00256256707883396
AC104452.1	0.991778118520549	8.62629773695737e-07	8.01678544012906e-05
AC105052.1	0.796618494110675	1.92477336093995e-05	0.0017887737620536
AC106037.1	0.988432884302962	1.21156938624772e-06	0.000112596296946304
AC106886.5	0.996236973821681	3.95695953993888e-07	3.67737082515201e-05
AC108488.2	0.569165690638994	3.56115895806699e-05	0.00330953650749902
AC108941.2	0.99924180391908	7.98470975843962e-08	7.4205304392488e-06
AC112497.1	0.999549453394615	4.74552369641111e-08	4.41021704040958e-06
AC113554.1	0.867282569504666	1.30542006233346e-05	0.00121318239505359
AC115085.1	0.99999903262777	1.0191442922408e-10	9.47134144051521e-09
AC116366.3	0.95605944293696	4.52751483202007e-06	0.000420761212887478
AC117457.1	0.787200208270169	2.00334930520124e-05	0.00186179772958946
AC118553.2	0.924857240082292	7.61899944518366e-06	0.000708066028822738
AC119674.2	0.989981937142924	1.05013506799115e-06	9.75935190269682e-05
AC124312.1	0.949619462000433	5.17398216340119e-06	0.000480840171993325
AC126773.1	0.492017347562739	3.99240902706135e-05	0.00371031554151693
AC129492.3	NA	NA	NA
AC131160.1	0.960345698191636	4.0948240605151e-06	0.000380549418872787
AC134669.1	0.72089205415241	2.53010243499746e-05	0.00235133182060523
AC135068.1	0.998921544308571	1.13556063852668e-07	1.05532480687773e-05
AC135068.3	0.992343048945073	8.03585820185237e-07	7.46806486351054e-05
AC135068.8	0.999960355617967	4.17652720125893e-09	3.88142439298244e-07
AC135178.1	0.999991083622319	9.39352921394462e-10	8.72980628887263e-08
AC136352.3	0.99765347551056	2.46920712268233e-07	2.29473921645148e-05
AC136616.1	0.998988039048937	1.0655804030551e-07	9.902891971721e-06
AC136616.3	1	0	0
AC138647.1	NA	NA	NA
AC138696.1	0.92526357742307	7.57939908840407e-06	0.000704385799211668
AC138894.1	0.895533979671507	1.0430830765577e-05	0.000969381474646648
AC139530.2	0.395356654488751	4.44423259456101e-05	0.00413021440286971
AC140504.1	0.996700310529111	3.47054940538025e-07	3.22532919575698e-05
AC142391.1	0.855105712622835	1.415898758111e-05	0.00131585494668131
AC171558.1	0.999929156542369	7.46322674177176e-09	6.93589408854801e-07
AC171558.3	0.998981481233848	1.07248217015717e-07	9.96703302933594e-06
AC187653.1	0.995932544687256	4.2764256388362e-07	3.97426426059216e-05
AC233723.1	0.999951679276411	5.09055585152827e-09	4.73087009944662e-07
AC236972.4	0.999944727314681	5.82292012058434e-09	5.41148736864724e-07
AC244197.3	0.998210559390524	1.88352250382258e-07	1.75043758576854e-05
AC245033.1	0.937463522685673	6.38232952137424e-06	0.000593137032145912
AC245748.1	NA	NA	NA
ACAA1	0.997624457779897	2.49970566759701e-07	2.32308281161508e-05
ACAA2	0.999459221746343	5.69565985142704e-08	5.29321898700812e-06
ACACA	0.997177396440803	2.96946904105607e-07	2.75965389778546e-05
ACACB	0.997227666974403	2.91665624778168e-07	2.7105727223977e-05
ACAD10	0.991473806866611	8.94421107112847e-07	8.31223582525624e-05
ACAD11	0.993539897327214	6.78385609936184e-07	6.30452605087997e-05
ACAD8	0.997671959513907	2.44977939300513e-07	2.2766842008283e-05
ACAD9	0.998094085521483	2.00600318533245e-07	1.86426409328852e-05
ACADL	0.999125752227927	9.20633815307487e-08	8.55584167310547e-06
ACADM	0.998663185740248	1.40741753431214e-07	1.30797298462313e-05
ACADS	0.998855094782589	1.20548863614854e-07	1.12031186972748e-05
ACADSB	0.992942950987011	7.40849983417953e-07	6.88503404530037e-05
ACADVL	0.993696112185686	6.62033113519459e-07	6.15255534550806e-05
ACAN	0.999799591203614	2.11113268587323e-08	1.96196541023387e-06
ACAP1	0.999332006434711	7.03508699523379e-08	6.5380056094985e-06
ACAP2	0.997924611785583	2.18419152580821e-07	2.02986209802778e-05
ACAP3	0.997312609218424	2.82741229137085e-07	2.62763451736581e-05
ACAT1	0.99710521855611	3.04529241896925e-07	2.8301197883229e-05
ACAT2	0.998557983499277	1.51809607556761e-07	1.41083126115469e-05
ACBD3	0.99888600916843	1.17295653580226e-07	1.09007840499608e-05
ACBD4	0.996518269972379	3.66168226467381e-07	3.40295709247914e-05
ACBD5	0.997835621468861	2.27774574792026e-07	2.11680601632975e-05
ACBD6	0.9884213695128	1.21276845187744e-06	0.000112707731215966
ACBD7	0.999761850217344	2.50865386637597e-08	2.33139875338687e-06
ACCS	0.999089479309122	9.58813913730866e-08	8.91066556914596e-06
ACCSL	0.968184245667472	3.29852857360451e-06	0.000306546291921167
ACD	0.993942936818102	6.36190389243931e-07	5.9123879156062e-05
ACE	0.998353806249283	1.7328684932407e-07	1.61042840507965e-05
ACE2	0.974052255807204	2.69817756831526e-06	0.000250753119172792
ACER1	0.993391263625848	6.93942127678079e-07	6.44909938782617e-05
ACER2	0.999175504267164	8.68263628559689e-08	8.06914324995938e-06
ACER3	0.996787600466417	3.37888725052767e-07	3.14014365604569e-05
ACHE	0.999941174499515	6.1971945075038e-09	5.75931647763039e-07
ACIN1	0.998975689839033	1.07857728119869e-07	1.00236774890377e-05
ACKR1	0.999681085764112	3.35928553248473e-08	3.12192694563295e-06
ACKR2	0.996797721217915	3.36825904697234e-07	3.13026641436968e-05
ACKR3	0.999916718346089	8.77351306304325e-09	8.15359890503798e-07
ACKR4	0.999906020991327	9.90039956233159e-09	9.20086246533323e-07
ACLY	0.999162997671646	8.81428615576012e-08	8.19149107454209e-06
ACMSD	0.999417981795408	6.12988655707052e-08	5.69676433608689e-06
ACO1	0.999764888124457	2.47665651860757e-08	2.30166225697387e-06
ACO2	0.997725940371386	2.3930404077297e-07	2.2239542481981e-05
ACOD1	0.997431289038648	2.70270946412811e-07	2.51174287528865e-05
ACOT1	0.999309081691531	7.27643936382793e-08	6.76230463249614e-06
ACOT11	0.999072757317747	9.76414657350603e-08	9.07423676676604e-06
ACOT12	0.999872525327008	1.34288398752026e-08	1.24799921440366e-06
ACOT13	0.998227628127542	1.86557229396454e-07	1.73375569216537e-05
ACOT2	0.998783055711528	1.28129352272558e-07	1.19076057547964e-05
ACOT4	0.999804310924587	2.06141938796645e-08	1.91576472774033e-06
ACOT6	0.998799889079252	1.26358068651189e-07	1.17429928330178e-05
ACOT7	0.999502625935352	5.23862593940313e-08	4.86847793084666e-06
ACOT8	0.996770670585696	3.39666575018019e-07	3.15666597205051e-05
ACOT9	0.996335401043079	3.85364971993641e-07	3.58136061473811e-05
ACOX1	0.994017392015406	6.28393614143001e-07	5.83992916793128e-05
ACOX2	0.995477540875048	4.75372187809056e-07	4.41783595938589e-05
ACOX3	0.99241172424798	7.96405898396101e-07	7.40133879606469e-05
ACOXL	0.992568844345903	7.79977308988599e-07	7.24866092616036e-05
ACP2	0.99918496783227	8.58301758336452e-08	7.97656335230531e-06
ACP4	0.999922725428173	8.14070650518665e-09	7.56550485193006e-07
ACP5	0.999998083101587	2.01948648941085e-10	1.87679470133345e-08
ACP6	0.993743508385923	6.57071193680815e-07	6.10644211370166e-05
ACP7	0.999135558968097	9.10311212341291e-08	8.45990933261937e-06
ACPP	0.999704251003576	3.11531039495733e-08	2.89519047189596e-06
ACR	0.998409645776259	1.67413570423813e-07	1.55584552583161e-05
ACRBP	0.997832511157557	2.28101542193663e-07	2.11984466348148e-05
ACRV1	0.997311092942663	2.82900542220383e-07	2.62911508161893e-05
ACSBG1	0.993712323449071	6.60335979005971e-07	6.13678315253194e-05
ACSBG2	0.991152332682694	9.27994807082553e-07	8.62425050095573e-05
ACSF2	0.998391172912308	1.69356608237815e-07	1.57390300278395e-05
