gene_id	coeff_KF_JAX	stderr_coef	proberr_coef
AC145350.1	0.99996878835114	1.10193340546929e-09	1.76900717235751e-07
AC145350.2	0.996509075782659	1.23034562257985e-07	1.97515586696958e-05
AC145350.3	0.998024769477334	6.96681173159611e-08	1.118428741745e-05
AC145350.4	0.999054320014258	3.33721519003151e-08	5.3574540689707e-06
AC145422.1	0.998593923157902	4.96076936892923e-08	7.96385385041477e-06
AC145423.1	0.999947317145477	1.85995857862792e-09	2.98591552769871e-07
AC145423.2	0.996078536171166	1.38178749101601e-07	2.2182755964642e-05
AC145423.3	0.996240570885961	1.32479962590302e-07	2.12678917666619e-05
AC145543.1	0.999868194042207	4.65320122115172e-09	7.47009419424443e-07
AC145625.1	0.999155073029444	2.98181760967186e-08	4.78691063542539e-06
AC145676.1	0.999993200770921	2.40051050837253e-10	3.85369958434294e-08
AC146507.1	0.999802879286813	6.95880825091103e-09	1.11714388962368e-06
AC146507.2	0.998987154465665	3.57411596630857e-08	5.73776668159424e-06
AC146944.1	0.960919692980986	1.35279875090607e-06	0.000217173803900604
AC146944.2	0.828599893510398	5.53280286108173e-06	0.000888217735837262
AC146944.3	0.992871459803414	2.50781392244006e-07	4.02596090990195e-05
AC146944.4	0.999685903898819	1.10876561573345e-08	1.77997537506411e-06
AC146949.1	0.789120980177931	6.66021887168163e-06	0.0010692093455918
AC147055.1	0.999840116362231	5.64436013203668e-09	9.06126768403879e-07
AC147055.2	0.999995516146289	1.58305453266115e-10	2.5413829988374e-08
AC147055.3	0.993731157309073	2.20632449392219e-07	3.54195982708611e-05
AC147055.4	0.98877811340157	3.93974058360967e-07	6.32472825947712e-05
AC147067.1	0.997195809610465	9.88652255212788e-08	1.58714938830085e-05
AC147067.2	0.995287228927762	1.65995832744269e-07	2.66484178851999e-05
AC147651.1	0.998855802997998	4.0373619849324e-08	6.48144640438349e-06
AC147651.2	0.982134872647661	6.25107540060786e-07	0.00010035268160251
AC147651.3	0.999787997823222	7.48410197417269e-09	1.20147279366017e-06
AC147876.1	0.99999626525806	1.31857610703498e-10	2.11679814684512e-08
AC148476.1	0.999738166674582	9.2430111238807e-09	1.48384220781126e-06
AC148477.1	0.994892196150491	1.79874276918023e-07	2.88764170694226e-05
AC148477.2	0.999787895628022	7.48770928701981e-09	1.20205189964496e-06
AC148477.3	0.999650233978789	1.23465913386745e-08	1.98208063426307e-06
AC148477.4	0.998454543558968	5.45213325528355e-08	8.75267306116197e-06
AC148477.5	0.999531507119976	1.65366169056303e-08	2.65473337747939e-06
AC148477.6	0.997566430170698	8.58144576417395e-08	1.37763670932143e-05
AC148477.7	0.999613634952839	1.36382717196055e-08	2.1894426986963e-06
AC148477.8	0.999945686296278	1.91753384879058e-09	3.07834494799094e-07
AC148477.9	0.999868869909028	4.62934237471692e-09	7.43179199716261e-07
AC152007.1	0.999918131146241	2.89032278295584e-09	4.64002788925316e-07
AC152010.1	0.999589943719397	1.44743753539962e-08	2.32366799023661e-06
AC156455.1	0.998508245925651	5.26282096186878e-08	8.44875741326167e-06
AC159540.1	0.988504142791061	4.03536924249918e-07	6.47824732208005e-05
AC159540.2	0.746823659342041	7.80706153521682e-06	0.00125331964547833
AC171558.1	0.999929156542369	2.50109265050479e-09	4.01517080389205e-07
AC171558.3	0.998981481233848	3.59412539158729e-08	5.76988914621608e-06
AC171558.4	0.999659157125021	1.203166177258e-08	1.93152289107791e-06
AC174048.1	1	0	0
AC174071.1	0.990244904452725	3.42731062092451e-07	5.50209027171698e-05
AC183088.1	0.999506842634784	1.7406996297217e-08	2.794461184872e-06
AC183088.2	0.988171362766574	4.15148951561416e-07	6.6646629393732e-05
AC183089.1	0.999657147068145	1.21026040738865e-08	1.94291173174759e-06
AC183089.2	0.998639594402984	4.79974666474371e-08	7.70535336644472e-06
AC187653.1	0.995932544687256	1.43312498813138e-07	2.30069110375096e-05
AC190387.1	0.331744786122047	1.57100938582269e-05	0.00252204612145118
AC209005.1	0.957479853356187	1.46928983224499e-06	0.000235874893946647
AC209007.1	0.999157600501531	2.97290170883911e-08	4.77259734530923e-06
AC209154.1	0.975657505423536	8.48969639011492e-07	0.000136290757052192
AC211429.1	0.760692604724246	7.4379812370753e-06	0.00119406872420237
AC211433.1	0.998636716455511	4.80989363606041e-08	7.72164297609613e-06
AC211433.2	0.999746181870098	8.96010161278641e-09	1.43842485756396e-06
AC211433.3	0.999928265250009	2.53255815046629e-09	4.06568446908945e-07
AC211469.1	0.999815085396885	6.52794472565035e-09	1.04797449492974e-06
AC211469.2	1	7.83945081644652e-21	1.2585193127648e-18
AC211476.1	0.987827756789686	4.27134636983786e-07	6.85707713947419e-05
AC211476.2	0.9989345929157	3.75949561563629e-08	6.03536899371419e-06
AC211476.3	0.77468885565307	7.05862831745051e-06	0.00113316867050219
AC211476.4	0.106409998899434	1.74529888457531e-05	0.00280184467536531
AC211485.1	0.995078571697154	1.7332714569186e-07	2.78253624376306e-05
AC211486.1	0.991428241548579	3.01335296213341e-07	4.83753643949887e-05
AC211486.2	0.99998346886103	5.83639398759196e-10	9.36955243711612e-08
AC211486.3	0.947356157686611	1.80970750058715e-06	0.000290524412139448
AC211486.4	NA	NA	NA
AC211486.5	0.999785218879056	7.58219373955705e-09	1.21722011882999e-06
AC213203.1	0.999510178709858	1.72892715609904e-08	2.77556204798088e-06
AC215217.1	0.998485209200992	5.34403157543202e-08	8.5791302263118e-06
AC215219.1	0.997082913641312	1.02839699981493e-07	1.65095427697718e-05
AC215522.1	0.195712648035086	1.69767080814697e-05	0.0027253841484504
AC215522.2	0.980332325870499	6.87553503271739e-07	0.000110377548464397
AC215522.3	0.999991147971913	3.12526087695114e-10	5.01718967713879e-08
AC215524.1	0.999714991717099	1.00609966120892e-08	1.61515887253374e-06
AC217774.1	0.871585629332337	4.24266506745789e-06	0.00068110331323038
AC217774.2	0.862812382208558	4.51127653416878e-06	0.00072422530307392
AC217777.1	0.990135938091028	3.46540462162823e-07	5.56324511114212e-05
AC226101.1	0.793385848169191	6.54107640031162e-06	0.00105008261022469
AC226101.2	0.97695098707182	8.04384424152608e-07	0.000129133195218147
AC226118.1	0.999338046947634	2.33630123373868e-08	3.75062015431986e-06
AC226119.1	0.891679477058561	3.61720996668146e-06	0.000580694835388664
AC226119.2	0.948159644515184	1.78282178563833e-06	0.00028620826904565
